OTU	P	RA	Group	Level	NegativeLogP
952	OTU949	0.444494580558967	4.19011281274725	Others	nosig	0.352133529739175
953	OTU950	0.338849845633376	0.719948621327058	Others	nosig	0.469992707871346
954	OTU951	0.582266510592308	3.29659663687926	Others	nosig	0.234878187881355
955	OTU952	0.198080443043727	4.19784125761362	Others	nosig	0.70315840127856
956	OTU953	0.958750775933731	1.32535758054582	Others	nosig	0.0182942715607186
957	OTU954	0.0917682940838858	0.723176661343314	Others	nosig	1.03730734148778
958	OTU955	0.403549855598249	3.82926765044685	Others	nosig	0.394102803758061
959	OTU956	0.964484574343078	1.09938135495177	Others	nosig	0.0157047139311944
960	OTU957	0.663156139943749	1.37644951617112	Others	nosig	0.178384205030611
961	OTU958	0.108199483610224	2.68256441350095	Others	nosig	0.965774811925987
962	OTU959	0.439448632067069	2.39687849367037	Others	nosig	0.357091883078551
963	OTU960	0.454609877360053	1.89854614166543	Others	nosig	0.342361132543372
964	OTU961	0.532750180468429	3.88798214623239	Others	nosig	0.273476394497046
965	OTU962	0.477119915222283	2.81310965190642	Others	nosig	0.321372455395312
966	OTU963	0.642098314326722	0.818421274714638	Others	nosig	0.192398470216762
967	OTU964	0.182979034492746	4.94762131965254	Others	nosig	0.737598668333626
968	OTU965	0.912549080769531	1.26000983025879	Others	nosig	0.0397437680395474
969	OTU966	0.590971111017279	0.695373635389842	Others	nosig	0.228433748615251
970	OTU967	0.570866545219906	1.10277162020793	Others	nosig	0.243465407426163
971	OTU968	0.160986241395585	1.93102102932753	Others	nosig	0.793211239131542
972	OTU969	0.773926915717311	1.83012478562305	Others	nosig	0.111300049135319
973	OTU970	0.504450974368956	1.54817714232486	Others	nosig	0.297181034770228
974	OTU971	0.792870468937326	0.269778582477011	Others	nosig	0.100797757475154
975	OTU972	0.0937252211733721	4.67717759622028	Others	nosig	1.02814352605433
976	OTU973	0.828852434409782	2.86514929789118	Others	nosig	0.0815227826295842
977	OTU974	0.305938025063369	1.14297358816257	Others	nosig	0.514366541162151
978	OTU975	0.318707893788815	4.39590781765291	Others	nosig	0.496607179744128
979	OTU976	0.661060481495224	2.3630795913632	Others	nosig	0.179758804390303
980	OTU977	0.950712895893957	2.73463158261729	Others	nosig	0.0219506150859347
981	OTU978	0.0566485317307524	3.93277096087113	Others	nosig	1.24681134210236
982	OTU979	0.384036788414232	3.25695784837007	Others	nosig	0.41562717084074
983	OTU980	0.448093438660726	0.767221077904105	Others	nosig	0.348631415324411
984	OTU981	0.484982957213651	1.64210501685739	Others	nosig	0.314273522672201
985	OTU982	0.726107950357255	4.75772513393313	Others	nosig	0.138998808006085
986	OTU983	0.923855654790532	0.981582530448213	Others	nosig	0.0343958785904845
987	OTU984	0.64575516555924	3.76450102997478	Others	nosig	0.189932111109115
988	OTU985	0.907072689419147	2.32283445262583	Others	nosig	0.0423579088068299
989	OTU986	0.769462701224256	0.749756992259063	Others	nosig	0.113812427223128
990	OTU987	0.180965447379276	1.06570572644705	Others	nosig	0.742404339191646
991	OTU988	0.195592134108301	3.39270282303914	Others	nosig	0.708648614691822
992	OTU989	0.231746577541344	0.733249542023987	Others	nosig	0.634986670844238
993	OTU990	0.461525883572176	2.10694131896598	Others	nosig	0.335803937590729
994	OTU991	0.132858336751815	2.28367280741222	Others	nosig	0.876611188775624
995	OTU992	0.262591000995599	3.13358551999554	Others	nosig	0.580720161281272
996	OTU993	0.593541245546658	1.29331277221208	Others	nosig	0.226549096269762
997	OTU994	0.430160719458945	2.34755964541109	Others	nosig	0.366369250157522
998	OTU995	0.587192111636978	0.869270683848299	Others	nosig	0.231219787382761
999	OTU996	0.838142684765626	4.29614194473252	Others	nosig	0.0766820411174099
1000	OTU997	0.660008128511254	0.824931891600136	Others	nosig	0.180450715752305
